seller_n_address,transaction_count,active_period,total_value,total_gasUsed,avg_gasPrice,avg_gasLimit,rolling_avg_value_last10,rolling_std_value_last10
0x9795a9baac2f17e7c7f11686bc6bc2afc3d84612,2079,1643.9385763888888,2254.9382396975925,370808457,47391964951.39875,218772.68975468975,0.312,0.8967140012289314
0x6a3d9b9dbaf937fcb844bdf74c406d0da3183c1a,81,1051.6704861111111,185.20859898261483,8071522,34949210513.5679,136799.45679012345,0.12500000000000003,0.08924684868386111
0x36c1625e5ee6fbfa9fadd4f75790275e5eab7107,2149,1196.6459375,83731.41182268763,359844362,47862441492.10842,260111.41088878547,0.031671659716183666,0.0830645605628853
0x5763542e5de5f524037b6c90623d00e0d6099bde,5085,2365.1527546296297,3368.068370221477,866867363,78151417307.74573,250972.55791543756,0.06713638125009957,0.13463938138011505
0x441c5d77fb66c185235844a1036e02b8c425d7e3,398,1522.815439814815,4314.582607014388,33485488,35712550005.25377,112105.45979899497,12.963396002090409,15.013011090793706
0xcf2b7c6bc98bfe0d6138a25a3b6162b51f75e05d,6244,2815.5853703703706,3413.8062858720295,1044172157,46617418782.692665,236347.76633568224,0.6051084231900943,1.197541129172309
0xd86def0125a67b3e57d04ea8d18b5a94e5c66c36,567,1330.197476851852,633.3526926289406,50185417,42483496146.19224,99238.721340388,6.635077030508701e-6,0.000013298788406977602
0xdb6c38a6c7c408b606c5875bce0af57da02c93e0,116,1113.3849537037038,279.86753152403907,10111246,157265169972.31897,101105.69827586207,0.006,0.014966629547095767
0xdae0a0ec7a34393fc694cbc8ab6080ff32d7fa5a,383,1124.193900462963,1642.945039514092,66033343,43830097111.54308,233805.9947780679,0.28099999999999997,0.6892379850240407
0xa3e0c08ac55c3da4d19028876ad305119062cf71,2313,1523.5230324074073,11706.364944022585,491320169,56427264019.714226,293058.26502377866,0.37515974301953553,0.5983440747595087
0xddb92a96054132801cae3943b2f966fc2c308ac8,1562,1495.2366782407407,1668.7389901493368,288101733,84460705463.05377,263940.576184379,0.134080224,0.2942663103831826
0x21d79c2be4ab3de2802a60da66f86d497d06102b,3952,1918.440474537037,1311.5499358521486,411691403,58205284697.49646,144081.89094129554,1.6749238267937074,2.5859546846056287
0xd26433799ee0e1b615291aa5a0373eaab0c02b80,275,838.0276504629629,840.4955000693145,77791683,23812961914.607273,376195.48363636364,0.445,1.335
0x6f81f2089d05c178bce08b0fed678af445f9ea48,353,1285.1504976851852,605.0939916778916,41105349,113086880358.068,143215.93484419264,0.6374567397616575,1.7883140480537707
0x7fc9743d7aef4ad2705b405f5ae46f595cd44860,1598,1330.0043055555554,1619.6597209555594,201925551,55891938578.886734,169520.53441802252,0.38524254409769065,0.41831092626029887
0xe9b48ea19b594668940b7da0c7dad44a40121fef,444,1270.0006134259258,150.51523416594654,62228259,92317729559.72298,173618.61711711713,2.538739561192069,3.753581685908637
0x62261bae83431db16d01589256e9b39e0d46079e,267,1157.3888310185184,525.5744410535128,30005063,92272711168.6442,146652.26591760298,0.225,0.39449334595148755
0xd05b62115aec325ae5103b291a8d0c94fcad0e11,1245,1442.9690856481482,2690.149483615761,124815231,95713690119.65784,137844.9453815261,0.5481965095234063,1.313149394696731
0x7cc696eeb48dc6acee89447168302a90c116bc34,3905,1403.451886574074,2259.217121819748,535968557,49163910488.29731,176254.02842509604,1.526,2.4444230403103306
0x334be5a31f03e0d5321b5240ca3a65d576abb2cf,620,2109.0802662037036,5595.143994427598,81395615,112085105292.00807,202951.65645161291,0.079846785,0.14653160298558815
0xe1c994b99535fa1022daecc3eaceb880302e16e0,56,1108.3630092592593,560.2657,6048635,48714643088.125,133702.10714285713,0.0,0.0
0x61388026aab5254fe33406e56c138d331e7996de,1148,2743.113726851852,396.5470512892729,164915491,63892619520.64111,192055.92770034843,0.0,0.0
0xc8f52fbc1edba1853b2a2267c14984186d86db62,361,502.76112268518517,424.77262221688534,35102859,32873034169.00277,116666.93074792244,0.5389999999999999,1.617
0x37d3c912a851bdc7fdc31f4a63970716b7b079b6,906,1452.2482060185184,209.33836109464414,144673916,53724460508.18212,233917.5706401766,0.0225,0.05963430220938282
0x0f574d3e29224535533ed039e39c65911564770b,972,730.8512615740741,13466.967249783118,121109733,96770816105.53189,176082.71090534978,0.0,0.0
0x9e68a58209ae4b04755ccecd2e24a9dd0470755e,2637,1277.088599537037,2059.041668451794,625271777,92099772900.56807,320883.2612817596,0.03892859394822508,0.06843322192878923
0xdb65cf0fc3f831c222f95fb965cabf6d4ed940d2,418,1471.0432060185185,123.7103882552983,47757640,80980127238.25838,145736.27511961723,0.578,1.0572681779000066
0x17fcf2d8c8de7feb883bd12a150194ca9515365d,38,1043.6378009259258,754.1223649641455,6952821,29518426869.92105,206137.8947368421,20.097133320999998,44.436259177096815
0x8f626d37cf3f29a1ca106dcacb7e8d35840b89d9,158,1088.4028472222221,82.98709026173087,14066122,38819422592.22152,111571.62025316455,0.4,1.2000000000000002
0x964de183b6bc0adaa84ab828a2da3e7bde0ee7ff,267,1360.925300925926,127.79118567612983,22921099,90545181639.03746,118559.84644194756,0.3200039942876271,0.33029902176170794
0xc124a73088c871c13d03554da0a11a9c11a651a1,312,1576.406099537037,1198.1072836074072,38341421,46112324563.21154,150091.39102564103,0.0,0.0
0xe5b80fe6c722301f60a7e5637380ca8487ffcd8c,561,1298.9966435185186,1151.7511435158265,55628325,89471287585.36542,131011.6862745098,0.04857264510746295,0.05479733747925261
0xeb4cbe5cd9c29e6ace6af4d5fc62c81d37dc52f1,435,2593.3176157407406,1247.9050370040861,62727126,72629198210.3931,220063.2643678161,3.31,6.324942687487374
0x9e6e1e4a3e4840c3204db030312a82403fd1197a,60,1335.1758796296297,95.62854634692002,5766085,239281578172.13333,138619.98333333334,0.6862801210458416,2.0588403631375245
0xd5730830cffd0b36b2046d6cb0b49734ed90f560,355,1439.3294675925927,966.7589608487236,54473751,52307308625.07606,214520.82535211268,0.0,0.0
0x511637513a1fd5c1807275e84989c7c3d7a79f9f,282,815.311261574074,621.3122325825544,17342970,34053646865.613476,86519.27659574468,1.4545037717436469,0.7868243965931297
0x0000000000015b23c7e20b0ea5ebd84c39dcbe60,1484,3225.0979050925926,79.89230849248347,104345145,79270145673.71227,400462.89083557954,0.01436664820189408,0.01366966234367427
0x51d013b31d541da592ba6f536ac8986d141008ca,806,1103.2383912037037,20305.797068966174,189112227,50833689410.86476,326169.95905707194,2.5840102765448423,5.57099253991757
0x026eea8f4c483ee54fbe3a8a4f9dca2f50727e32,3328,1362.8971412037038,6475.147304363357,528962968,82351778303.1271,220030.140625,0.1294554663114875,0.235494649168244
0x4400e3990d534edcb5ea476eefc8e45330f28215,557,1337.3281944444445,624.2382047066909,63203056,99338730196.21544,160022.91023339317,0.020388044,0.046928100785280286
0xdfa956f82d7a98b4637d900022adad1afdf2b411,295,1461.794375,68.04373609856823,31655010,119158493174.13559,151607.25762711864,0.8649999999999999,1.34109097379708
0x6004df4a6440d89643cc8c37871d5c79745ab711,294,1392.2111226851853,141.96916270121253,33250760,156190549207.93198,160365.14285714287,1.3113552580329109,2.0448388050393906
0x822d3c3d8ed080a041f861c2476f583e234920bb,938,891.7530671296296,585.4501849110383,159132663,19013944995.031982,226625.54264392325,0.0,0.0
0xd6cf266389907b35d98827e507ce5f6894a3c071,289,1464.545925925926,1502.4119733504451,45805606,42350092048.0519,215180.62975778547,4.38599061290626,13.102036569724737
0x25a08d6c68183a371fd6015a28ad9a0aa57a9c57,6418,1248.5669907407407,3256.8339815962213,1129156670,24443499326.19196,240749.9721096915,0.014000000000000002,0.0332264954516723
0x2e992e3941f67dc416de6275f496ceb2c0025da2,1853,1445.6989699074074,4974.9515237972755,136911050,71726510813.78899,105761.76902320562,0.3944280803620769,0.7855938701764523
0x57524efc73e194e4f19dc1606fb7a3e1dbf719b3,2729,1397.8702662037037,10363.890341731396,561375973,50589042852.0524,326045.6877977281,2.335974827,3.964196402323203
0x5431d4b9f90ff9b0987c0c0032a4039af333c518,131,1251.8383217592593,463.8033719941086,18667123,75513331999.78625,211959.42748091603,0.10271141732250318,0.2089819575732474
0xb0b2b405c9d09d129e9f9b18c9dd218c532f2b2a,946,1623.148599537037,1200.927980576352,205165327,57837647687.32981,311976.5063424947,1.0,3.0
