buyer_n_address,transaction_count,active_period,total_value,total_gasUsed,avg_gasPrice,avg_gasLimit,rolling_avg_value_last10,rolling_std_value_last10
0x4fd2d7702df2a5cbe5f046559e4399311b6e23d2,750,646.0179282407407,7837.639550479537,110667885,20836565805.74267,187760.47866666666,0.010069327774416137,0.015012742332813488
0x5d8ba865431234a6e72f0eac94c282b67107871e,322,1339.075914351852,797.2474708565306,38086679,69633129787.90683,157914.60869565216,0.12324899999999998,0.24025285223905252
0x9a9750a276beac4f80686c056fa93ae0cc766091,230,1212.483877314815,2710.6930069270875,42684182,106718942628.7087,271685.7739130435,0.570000325,1.7099998916667913
0xede723a6cea654303bf9e963ebf6315d3e962910,126,1372.6585185185186,117.9687991301,18015096,61817721618.730156,195734.15873015873,3.00000000001,3.5777087639912786
0x3fd256fabfd7731e51382d36b17274c386af8aa3,66,1445.0778472222223,343.35769999,6537495,74482841378.98485,149849.25757575757,0.0,0.0
0xd8fdd6031fa27194f93e1a877f8bf5bfc9b47e1e,75,1205.0530092592592,433.0737844413614,7412759,80298407618.64,134721.05333333334,0.630646482136142,1.8919394464084263
0xe4d699c39155fb1ba159d5a979fc7591862f2716,57,1088.5713773148148,40.46870550878359,3626423,21582221437.070175,68398.9298245614,3.0756830928783594,4.755701424883695
0x0483e1151126fdda3049ffb5827a6c038d7a4b12,6,984.7590277777778,195.98899443686065,435875,28651880397.333332,77856.0,32.66483240614344,45.4972597158877
0xac9dd4d5a9940028a0c778b14dc545fd747fb2b1,100,1373.254664351852,17.765246066299998,8788391,39810781042.02,110653.55,0.0,0.0
0xfaca679d05be055a64abb17afc954b39f0417b5b,261,1149.9798032407407,334.9799808457482,37429073,53712909978.85441,195795.78927203064,8.181019699,12.990117399880907
0x45829143c5f29cd31566bede323f074861f48044,25,290.6291782407407,1080.1728799095697,5513114,11789235035.32,489012.04,10.572681260956973,10.77937842756516
0x1e0748c6fe45b17c18b556866663e6c59e83563a,109,852.337650462963,576.9061771395519,10181241,20933852882.330276,139142.29357798165,1.919698467338542,5.714159195082589
0x5a42ad5cbdf850054ee36c066e6556485c3ad4d9,191,780.7584837962963,112.55895732550887,42000459,24323189883.062828,338304.17277486913,0.248,0.7440000000000001
0x8b30b5c0cfcbdc991017497edb5c61c98418adf3,677,1252.7859953703703,379.0386666281346,79918836,79492328529.86853,155768.1314623338,0.075,0.15370426148939398
0x5c503df9051b1dbb941f3046cb293c97d7cef4ad,351,1455.7006712962964,4862.880639454901,78805309,77893953087.12251,310024.9886039886,0.2915,0.8744999999999999
0x254dbf19a77dabb7b9379ee28a7a1ae89b999186,174,1463.1544212962963,5.694647279937044,15886465,60796475028.43678,114177.7816091954,0.022753444444444444,0.0288641456193204
0x3c51b4fdae7420a7e14998585da58e280e326916,472,1436.8190625,358.4322911817759,72663134,25944406881.24576,212911.4343220339,3.9117399999999996,6.586369939230562
0x0f5a8c07139c363f2d826731760c1dfe108eb3c2,113,1376.2482175925925,13.065080887371558,15239137,75321803526.23009,165188.07079646018,0.010742156364942499,0.02268575366233007
0x3c42bec4d334d04f91f528c0fe1b54dd3dd61bdb,231,1332.697013888889,83.8060523745479,18991608,34883079447.54112,110771.89177489177,4.2082184389652e-6,0.0000126246553168956
0xd841b09d68cc44a9461dd46194d1c7c8b9c50e65,128,1432.4637384259258,2669.5218368624933,19917384,96213878223.46094,230249.515625,1.35984,2.9942537351400262
0x049ffb82168abfcf203af1a96b1176a55ff2568b,72,1406.3808564814815,27.8846766383537,10990900,45424135202.861115,199445.40277777778,0.4717333330000001,0.426936498118397
0xd75233704795206de38cc58b77a1f660b5c60896,898,1278.7049768518518,23831.481791426555,118823696,63634365472.28508,199892.24276169264,0.1404720813987868,0.2965349216675314
0xcf6b35ad223870bbc3c99b3d67cb7df571f1de25,33,1.392789351851852,60.6123275126371,6469327,1682005065.121212,297850.0606060606,1.0202550049999999,1.9170147830718338
0x15f7320adb990020956d29edb6ba17f3d468001e,6678,1670.6801273148149,8714.374788689976,1095302150,88802554526.98712,230142.6247379455,0.72,2.094182418033348
0x91364516d3cad16e1666261dbdbb39c881dbe9ee,10000,2824.9225925925925,11754.248185726232,468047929,67165986547.8941,60844.9691,0.1433629376474856,0.10616856544809408
0x46e992299fb47c7ae51af7f0e7984a3f7d44a400,862,1730.6534143518518,240.6248318363391,115759868,63237063866.54292,171642.2645011601,0.0011344798852447545,0.001411709336074604
0xbd27e0f5692cb6dee79907f40d0beb6190bb8f0d,776,657.4802893518519,807.488180124147,73695308,23735270193.00902,111514.72036082474,1.2597567544146944,2.9585689935164483
0x62261bae83431db16d01589256e9b39e0d46079e,267,1157.3888310185184,525.5744410535128,30005063,92272711168.6442,146652.26591760298,0.225,0.39449334595148755
0x62f35d3231e6d3c6ddd14851cc897b30b0c9f2df,638,1651.838888888889,3351.7185815259136,60705306,98618566909.66301,140619.21943573668,0.06999999999999999,0.14866068747318506
0x0198cc6f56f6a772d455fcd378b163284887dc59,103,1295.9320949074074,188.10466863340375,18233777,119563480925.05826,215822.33009708737,0.010245522148450568,0.02597039233497846
0x261069b68c2e783f090253bd82036af32afadf1b,20,1153.3791435185185,214.1036011986493,1989255,82883756363.8,170647.8,0.12537308686492982,0.2989540558157585
0xd863c0f47bdeb7f113ea85b3cb3d95c667f17ab4,1696,1631.2613078703703,512.2687228443876,223753992,79891984186.36911,168920.89681603774,0.1583,0.316240430685262
0x93e6222a623f2a0762f8b6cf6100fd00536851b8,296,1203.3471064814814,709.6965388427182,31065831,104605134189.5777,148922.9662162162,4.3033,6.0352933656948275
0xff18298382948028f9d93c4e32be1382204022c8,1824,1975.8583564814815,4449.408683613107,513477571,50122906404.0932,381284.1441885965,2.24400022,5.938767802553021
0x736097f924efaaba5985c65b989f1b809eed53a7,9,21.51070601851852,30.629008929999998,946995,1176741089.4444444,150753.77777777778,3.403223214444444,5.892371379992924
0x7485ac6d8534691993348d51ab0f131a19fff763,8265,2029.8705092592593,2844.67083961153,1640287949,53008076458.954384,273218.5635813672,0.144076,0.387586692217367
0x5dbc6d0e5d062e8e389cae808cb1cc2ff288753c,446,1504.433611111111,1223.0774773966277,75959665,81186680424.56277,242699.30269058296,1.56,4.68
0x50dfaf1969fd5fb86a3d477449a7fac6d45a1b1a,77,743.7012615740741,333.9050419067931,18181616,20780972461.285713,337689.1168831169,0.0,0.0
0x872610a2b271d0976f4fb2f213913c8df6766416,11,1332.7550231481482,12.1064,2113337,49856057128.63636,250720.54545454544,0.611,1.7641113910408268
0xc46c7b6b9f8369e61531e6ffb223217fdbc59bd9,75,882.1114004629629,297.2122304791433,10404062,27657060262.773335,204861.14666666667,0.0,0.0
0xbe6a5992d259990ddf43dbd681568db292ba47d7,1469,2721.8985300925924,772.2300709309751,223634767,77326439767.88972,210734.43294758338,0.0004175125749593392,0.00033386618813421637
0x2875a263546e9edc3349489238d8571e5be21726,117,1227.706736111111,454.74208019153446,10015976,134606307313.76068,120860.06837606838,0.7767332186704434,0.7802757920586779
0xe9a6aef13727ae948033614e50e20624e0162376,58,1304.9501967592594,597.7055482633831,8034337,114998933217.81035,190199.0344827586,0.038,0.06161168720299745
0xc95f235896f5a82486ab645596fc29b76e52900c,281,1001.3219675925926,943.2233307777792,58244121,17971723785.366547,359833.77580071177,0.0001466763604593184,0.0004400290813779552
0x645e3881efb0fe2eac21ae69e6542e23cda7c750,1378,2763.1928819444443,3060.740278370883,148342229,159440327117.20682,181629.89114658927,0.51,0.4270831300812525
0x232968098ec98dabc4a8a8fa9eb39a7666516006,24,1112.5864930555556,484.9498010561442,2379705,34426317757.458336,124368.08333333333,10.893254869267556,32.66891629784253
0xa2f0448f346ce50b9029506c88dfa58d07baf880,1055,1454.2374768518519,294.6771974018339,134675254,66863901124.864456,172013.36303317535,0.0030789576907271224,0.007715584698797497
0xb357e7575a780980e4cee86654a6acd0cc13b77f,867,1397.3335532407407,2104.108606637459,108707917,127201291433.11765,162051.50057670128,0.18123398445078173,0.16918780567412706
0x9303cbb2e1ce6f2c9ac0fefdc3a75c1c821ab6d1,654,2846.9386921296295,618.413080640175,118778172,65105207315.46178,242501.8363914373,0.2588,0.34107764511911365
0x93e4ab64e55cc093afcae4535e042e343829885b,370,1249.0496990740742,434.2149787664964,51607830,56972424872.667564,205651.1081081081,1.4136964,4.195495895763175
0x9e29a34dfd3cb99798e8d88515fee01f2e4cd5a8,1313,1519.471388888889,5030.850919280698,326394611,62677190726.71135,321439.1881188119,0.0001,0.00030000000000000003
0x61c808d82a3ac53231750dadc13c777b59310bd9,10000,3263.809699074074,74653.70168382254,224185094,19999818181.8181,90003.1,3.0898755014557624,0.38163804431203113
0x00493aa44bcfd6f0c2ecc7f8b154e4fb352d1c81,2261,1669.7966898148147,2000.930490568187,340536984,89319084527.86024,209083.26536930562,0.3918619,0.5915348546319904
0xab04cbb3fd08860956c48c205d0e88c932aecf89,13,1085.3490277777778,119.26,1516974,18570852756.615383,143756.07692307694,0.233,0.44977883453982137
0x194f0fe6d4dfbf198868b1b507cd74122fbfebcc,2855,1482.1343171296296,1018.1834015211712,486943452,75291697091.1972,248297.40350262696,0.091,0.21149231664530982
0x97111c62e6e51089696068c3c0365ea77dcbb9f1,1346,1115.1028703703703,1293.912860943086,201718394,30341145543.132244,185519.7013372957,0.68073,1.0563981522607846
0x6019adb54cd5d09d0c3c14ae3c89283a43de37a7,340,1144.7144212962962,2082.0707385599117,90899362,42429585294.01765,389240.60294117645,3.4,10.200000000000001
0x451957204f9e7c6ddb5cf919da08b8da1a608658,32,442.2720949074074,122.88530354013639,2015397,20582666186.03125,86429.65625,0.03689178506463085,0.05985166365455108
0xeee899b6521db73e94f4b9224cdf3db0010fa334,5855,1446.4574421296297,1210.1459724978345,882537900,31111754799.757645,209331.62510674636,0.8539999999999999,1.3925745940523258
0x8acad1a6f38c7b2e34bddbf258d5336d23adfbeb,561,1727.0716087962962,5001.041507681909,76805768,70185052631.37968,205496.32976827095,2.061956360004917,4.993633370891375
0x71f9ccd68bf1f5f9b571f509e0765a04ca4ffad2,3828,1693.3372106481481,8122.481015615208,583908058,147966951149.9057,250079.44644723093,0.03,0.09
0x9ffee738cb3f0409e9a14d79d6327ef70b7d84ee,344,1620.0261342592592,1146.3337384064046,30520245,44771516996.15407,132404.23837209304,3.6800017702514,7.388592199080343
0x6769a3c269d572ee3cc9724d06fdd39559eaaa06,621,1424.1066666666666,371.2118404398561,90086918,92118079043.68115,201970.01610305958,0.8038234641427602,1.0253178024776894
0x5914e02a1938edc68abe41a44e21094461fa08a9,300,2670.179571759259,142.15668510000447,38862284,56628685232.746666,371132.7866666667,0.5115000000000001,1.4963188998338557
0x7807ee65d24a6b845823db1191b0c938dc984cf4,113,1144.5390046296295,2722.0574793820965,12997927,83296228136.9115,172021.1150442478,34.21222,20.133232713590733
0xfc200ba3840d7c826e74ee083517b10752db2c03,55,436.2784837962963,520.6283170890048,3072235,18302985801.563637,68303.90909090909,5.7892345366599995,6.40781564719143
0xe25e6d365ae3a86ef0b28cc8c943b1b518780d7b,42,760.3357060185185,512.1724245,2173807,27595760678.61905,90843.83333333333,11.51,17.344073915894157
0x721a2f076e55528ecaaf39b941887a742125c86f,1836,1358.0216782407408,1361.2750521513713,203424152,76676079613.0049,142882.78159041394,5.9601391199119e-6,0.000011925686448551105
0x2d7960a0570472e95dcef435a1a7411ddf52c78f,1595,1411.6915972222223,513.4139936272471,313534488,36560747206.02257,236466.15611285265,0.4,1.044030650891055
0x8cf47f9f3b1d760352adc855da815ae888eba8ba,966,1406.1505208333333,1859.2452026858225,124300066,145837237554.84473,320512.8881987578,0.5,1.5
0x589668303d20bf9d820a3836658a4960475fdaa4,736,1289.9586574074074,498.3785012432841,93191932,47180166903.86413,167269.66304347827,0.0,0.0
0x154e40fe547b2f5707a01a05f658d5bbd28a05b3,195,643.8200115740741,74.03110485,27619991,28163008113.94359,199042.3230769231,0.15,0.45000000000000007
0x3753fa57980fd180655c281158e428ca994d6dfa,4020,1598.0814930555555,2291.6924760986676,794878808,66720429260.05597,262023.10597014925,0.02,0.050793700396801186
0x2d564e2a9dd190269fd2d9fd4faffbf8c5d7ccca,227,1447.453877314815,17448.72915925256,25849162,81675302426.3304,157374.18942731278,7.62445,20.178579737496392
0x6e723aac26d5c674e10096d708f7ff3edb18c56a,4973,1390.6746643518518,2871.610721008876,601271577,51526351496.288155,222026.4415845566,1.0709598,1.4493796452359748
0xbe2cd0f78ac72713ef170035ddde1883ee946f8d,50,568.8795949074074,124.82319,2827854,15015960630.88,86734.36,0.4123,0.7799074368154211
0xf60b80dab774685e89c6de00ce044187fd6a24dc,405,1461.9133680555556,1100.8943282463897,37034346,51976389595.04198,134805.83456790124,0.0,0.0
0x07670dd0d0d00ed6ec47cd4073c7ad5ddda32405,1427,1401.6231597222222,507.08633933365587,209855342,50403798737.32866,200584.6755430974,0.905,1.63744465555328
0x9497810544459aa64b6fd929d64da414abb7db9f,19,106.67376157407408,37.893626191539234,1429351,12301416811.0,99314.1052631579,3.7863998501539227,6.983191164376913
0xf149b67dcf98058584c0f9697e3c03c91c95fd66,82,1224.1794328703704,239.97723342599573,6403807,103426316809.08537,99131.43902439025,1.185059,1.7481737669147766
0x732868d39afe1026309faf56aa2f16815321141c,62,1437.2142939814814,237.4949,13882676,29893211123.322582,282357.72580645164,0.647,0.4352941534181225
0xb337ebb19121b78efd5aaa8bd6a7048ef3f134f8,26,1289.2111574074074,481.5825,2756019,101553421916.53847,245478.96153846153,2.05965,2.922044336162612
0xd5a9dea4d7136a7b2b7098546db1bf3596712aec,311,796.7548726851852,1198.0726471170537,86636246,29785882607.607716,421196.6109324759,7.540000000000001,12.518801859603018
0x8e037089563358363e0c9dd42c3946f5ac0e286b,37,687.7957060185186,197.52379495,4622124,45572208566.51351,176820.35135135136,0.6599999999999999,1.9799999999999998
0x5042bb3f06074fdef05056ae0b666ab882f2ee4f,739,2808.8126851851853,585.2625782513338,99946079,67973081321.248985,179380.17185385656,0.00499,0.01497
0x7512c6a03b4c29e95b4786a5c2045aca94eaf05e,845,1304.3890740740742,4792.208281486832,123280356,83548023186.03195,219518.5372781065,0.09489,0.2846699999999999
0x3cac6990065c5ac861d77f923e95dc8cdd3a1412,251,1000.2105092592593,1553.2518598896372,24337275,29062653628.697212,158411.10756972112,0.86,1.73735431043872
0x09800064d8321571e657c507e62ca92faf5c039b,2034,1390.8282175925926,352.1528839688713,300712199,44338037665.049164,183101.5545722714,0.07793000000000001,0.13073279657377487
0x53737ed38266293c01389e90161865e2bc48522f,327,1534.3491203703704,576.6202986414053,24147919,106625596006.3731,106020.75840978594,0.019250314055432198,0.03020658135951796
0x80b2f25fec1f6ca3971c892a88dd8e5501d7c9e7,122,1138.4449652777778,2536.026837729478,12058010,70691681625.0082,138528.04098360657,0.021622121916491703,0.0648663657494751
0x5cd5e8aa7d920672d44d33c88b4861fc48a8fd88,1310,1420.5067476851852,515.492003296871,121267342,82609617217.23894,130483.75954198473,0.11000000000000001,0.14758048651498615
0x5080f5aaf314fa7804b16924def7eb0f1801d238,48,2748.864178240741,235.01905680514625,3772081,67351635539.458336,99226.375,1.7728746267998692,4.2465805363611
0x4918fc71bd92f262c4d2f73804fa805de8602743,141,1125.0223148148148,7108.406066542652,28372468,58391092700.723404,248014.12056737588,0.0007020056811133267,0.0020993399019661506
0x71408e417f36f2f33266c63750d9a2b1e1f15320,11,1230.074675925926,89.294,987661,83932380287.54546,118947.36363636363,4.4299,13.190334570813585
0xc0110e59566128907454329f83a9d432ad5f293a,187,2423.8761574074074,6742.151369113991,23840102,23382385878.13369,198644.14438502674,83.26688398823453,249.65967204509866
0x7c90c6cacb389f149297fffee6255cba093bc4c2,3762,1146.7854050925926,4343.15636647998,384612991,33441525425.634235,128532.11164274323,1.3726308777921894,2.5255627277369452
0x4fcc15929e7227fc2004de64524e0005d607f693,581,1146.4725694444444,1097.941800458894,109209207,36049205394.9673,267921.0963855422,0.669,1.627528494374215
0xd7329c8e3879f65bd35806d8d8a1059b4919fb63,670,1172.5885648148148,4918.7627113701665,55185111,30685638362.56418,109181.54776119403,0.002690446731988995,0.008071340195966984
0x42f9134e9d3bf7eee1f8a5ac2a4328b059e7468c,440,1495.4947222222222,3331.454470137655,51642731,60779350391.8,162116.6431818182,1.0283629273596477,1.4556002329617912
0xdf370df571f3d5099ccaf0b236caa08e4fe47c44,1177,1398.8079976851852,6211.056874031713,159975577,66788831513.19881,184200.01614273578,0.31509,0.8955318938485665
0x81007bec2b2c6b211372aa4f2cd340b7713c528b,3357,1177.7729976851851,7560.454910320367,628397717,29413128422.68722,263926.14685731306,1.360858714,1.9198407127747874
0xdf6d32981752c438a8adfc801576e4e4dac204c0,276,1084.802476851852,725.0784057197498,26553326,67934521569.539856,128351.78623188406,0.0,0.0
0x998fe5f2737665181b957db827c05f55392a28d2,692,1444.9988888888888,172.14576034091382,107910986,71234801739.1893,222216.9971098266,0.04716041709460948,0.11552020377885541
0x6a8a5c4a843f1dd1f3a769c75c7112be2a568b79,791,1368.1737152777778,127.14250116174689,100593176,56290198869.85588,165656.0720606827,0.04153578393383626,0.03171837239962804
0x5c0f53cc4becb359d2c3f2d67e2b578edf2bf4fc,912,1387.1155555555556,682.5132527972106,103907491,53026295281.5636,142538.26644736843,0.0,0.0
0x1abed56b27691ba3b5c0c68d2b0be0f1638e3d4f,3044,2168.102662037037,40306.009243463704,485004399,119415516015.81209,230769.48751642575,0.63005,1.2649256984107802
0x5ac3cc3f4e5646125f46933acb54189871d73691,724,1195.2323726851853,1067.0895985718898,69609680,49844126493.95028,130114.11049723758,0.34687431557443793,0.5096100353763657
0x333714b1d796916c3d983120856899784bee7e56,6,727.3072337962963,205.69,507049,57206397915.5,116133.66666666667,34.281666666666666,46.019380126444794
0xb4f3c1f05076933661d7ad8c7bd0c620832bbbc0,61,1405.7973958333334,697.8739487,6933712,41609872647.065575,157380.0819672131,0.78914,1.1864236133860453
0x183202a393bc0d2029f57180e2dace5f50f94d3a,62,1260.7387037037038,91.74083199263825,7696878,88704659559.59677,184488.7258064516,0.05500000000000001,0.14908051515875576
0x82e4a1fd824378e3cfe8218a1538eabe9bf94df0,335,1285.135300925926,1867.2670003581911,18292514,101970989883.23283,70279.77910447761,0.02455812447732127,0.0736743734319638
0x71d1f0a05f82c0ebd02b8704e3d2337b517a6b3a,824,1272.5248148148148,6195.336218376505,66653193,52594290658.298546,115159.37742718446,0.0,0.0
0xd5a6c836cf90da8c3ed8880abd2730e217f2bc12,585,1407.0261689814815,490.552166704401,89517700,68668690016.51453,200512.2341880342,0.6030616320928264,1.1986561218463132
0x21182c428147a78fee3eadecb59e508ad4f71988,401,1267.6984722222223,252.04652783821302,45230676,57866626018.46384,155310.4812967581,0.020604166242953078,0.03973749497651501
0x553a96c13b67d500182bb6ab46d53a2edfb22706,281,1413.8969560185185,183.03330588398262,29454820,51866578368.448395,130325.10320284698,0.008010768573361627,0.016627533217151057
0x16d7c05dd0365b498bd7631efde255aa5cefeed0,129,1401.0999305555556,772.4748507725732,18318980,94465786000.53488,204276.51162790696,3.4188632848703087,10.256589854610926
0x7aa13d2cc22936538283050ffb62bda7bd27911d,2337,1720.6453703703703,3743.6093514225304,270191388,87300802775.6487,184459.07445442874,0.41019000000000005,0.7954524026615295
0x011c23b3aadaf3d4991f3abee262a34d18e9fdb5,3279,2628.471736111111,14568.257807931821,862083443,44148236924.460205,366744.52485513873,0.0,0.0
0x49dc7837df511820c13cdfa5dc6ff01c7d0bc0a5,242,1005.2642129629629,36.13686463242632,21264270,15957063612.359505,118811.95867768595,0.3123336793499992,0.4874522749774681
0x15f9f8d7cd2e5331919c9bb87f898fc16deaffad,41,699.6264004629629,555.58,4460557,19209669245.634148,144083.75609756098,0.0,0.0
0x9845bc3476d1f891266d2a4c7be093e2527c489c,1082,1865.9777430555555,56.05719323147715,161184982,26337792791.88817,290541.5868761553,0.012214808709061744,0.02689617204632563
0x8a63f83b0e1be77934b5a2f812a0ba4cdbe1befb,956,1418.4373842592593,600.1083356828187,98959859,83963525709.66632,136942.15481171547,0.5065,0.79231953781287
0x4e01069042bda7fdf2cc89a61d8c5f05312516cb,371,1371.926747685185,98.84508710759567,40566480,49760733604.47978,144674.423180593,0.0751762266688902,0.1921586552310195
0x704b00dc5f151d05c8c5fc1bb91f2475547454ae,83,283.25515046296294,106.41192396057097,12113996,9785002289.951807,214025.3012048193,0.0018731429275795825,0.003757009621052498
0x160fe90dd8f02041ae2dee406b49c7e69f6b3f6c,516,2789.279247685185,345.8572530309504,51075103,65070550292.15504,146734.63372093023,0.12657210218605472,0.24960266659494673
0x6324e74b8e167c1b40c2880f4513e1edde8b7153,90,1327.8803703703704,179.7742317941105,8493895,39030350718.62222,102294.58888888889,0.0205541,0.01885004582726525
0x40ae5101739475dff1f3dec6b02fd6b74fcb5b9c,46,1234.4129166666667,499.60536028,6552502,140862547831.02173,191690.26086956522,3.4,6.575712889109439
0x94e1b34551c2af230a4f11db5c2349a40bc6c238,356,1450.2772685185184,18.849447049525594,48229291,62355556526.64888,173654.15168539327,0.0007632756287592439,0.0022898268862777313
0xa1cce8a84173f85511d568a002fa45303bf73a8b,56,1042.529224537037,310.12707543552295,6384386,27994250025.392857,245617.875,1.4053148204658001,2.4258999678132716
0x7cc696eeb48dc6acee89447168302a90c116bc34,3905,1403.451886574074,2259.217121819748,535968557,49163910488.29731,176254.02842509604,1.526,2.4444230403103306
0xb1a5b42808c2140804f5ce2e2dd2be0cee828513,1788,1292.7402893518517,4255.56344605912,194269956,24302770531.926735,161336.60570469798,18.28050055555,17.124756989182043
0x370ceca4fc1287ed99924bba76259f6c771a6022,1928,2238.4729513888888,29334.76079550407,277823268,81065628434.87708,258710.77904564314,1.7964791797656592,3.81327925586389
0x0396dd6acc42ce2f0733e2e6fed7cd157ec930c1,2430,2651.7171296296297,2558.207388411309,406490380,69296755643.27408,226303.85473251028,0.27599999999999997,0.4367882782309983
0xe34d3d59aff9ba4c06621ccc6ec9de47a8da0800,166,1576.1068518518518,125.64302813151507,44460091,88782993884.40964,323076.2590361446,0.27213325299999996,0.7437515278876798
0xe96a1b303a1eb8d04fb973eb2b291b8d591c8f72,754,2657.137060185185,58.75647409495723,93305948,26870418014.745358,238385.54111405835,0.52965,1.4905965592674633
0xb9c979c5aefcc85f5503a9bccc9dcaf4e239fcb1,554,1749.7923842592593,180.00245484723382,94615444,68951318263.46028,237220.6823104693,0.0,0.0
0x1739b50d5a9100341b7dc295573a1a7444ab40e9,136,1324.6063425925927,126.861575811514,11040799,86904605988.83089,109091.82352941176,0.12641714342588706,0.29808664205778973
0x4f23098268b4d97fa339c2004c4e37d137e46178,8,1131.7184027777778,536.19570096,795276,162672255236.875,195334.25,67.02446262,67.13166655364975
0x35f6dbd65cdef176ba11716c6364af4c883bc343,65,9.843206018518519,134.0595962001,10284432,1898822577.8615384,234969.47692307693,1.0001e-7,2.999966681481646e-7
0x4b58f249b2b390125158237ec350c54e690af477,1254,1476.919837962963,522.9432169177068,123766466,51309374862.05103,133986.71531100478,0.00555,0.01665
0x1284552a1f9b75f9a119cd9cfccb1eab208537b6,809,1329.8587268518518,528.3017912129313,165025238,35097076904.798515,5078061.813349814,0.9784237612346169,2.9352712837038504
