token_id,year_month,total_offers,unique_makers_count,mean_offer_price,std_offer_price,median_offer_price,highest_offer,lowest_offer,mean_price_residual,std_price_residual,mean_time_residual_hrs,std_time_residual_hrs,offers_above_sale,offers_below_sale,duration_offer_days,time_since_last_offer_hrs,offers_in_7d,offers_in_14d,offers_in_30d
1044,2024-03,15,3,1.5898800000000006,4.037182707152765,0.0069,11.9875,0.0039,-11.010119999999997,4.037182707152766,287.16055555555556,242.17470092987264,0,15,28.8803125,-50.35305555555556,6,9,15
1049,2025-01,33,3,0.017727272728293636,0.006165754527178647,0.021,0.021,1.669e-11,-13.482272727271708,0.006165754527178981,291.6798989898989,178.40352101190567,0,33,21.79943287037037,78.45527777777778,10,25,33
1050,2025-01,34,3,0.017823529412755588,0.0060995206544295685,0.021,0.021,1.669e-11,-14.632176470587243,0.006099520654429901,67.38363562091503,179.08569239405634,0,34,22.494953703703704,-157.39083333333335,26,26,34
1059,2024-02,9,2,0.007244444444444444,0.0009742360096347989,0.0069,0.01,0.0069,-21.21275555555555,0.0009742360096347613,198.09703703703704,194.47360490448028,0,9,25.11684027777778,-163.7511111111111,3,6,9
1060,2024-12,14,2,0.00785714286171857,0.004103259024479624,0.01,0.01,1.905e-11,-18.29214285713828,0.004103259024480404,-262.11865079365083,147.0912716748329,0,14,27.1725,-434.6694444444444,13,14,14
1061,2024-08,480,6,8.755424583333387,1.7754626133357685,9.1826,12.0,1.069e-11,-5.4514754166666135,1.7754626133357683,376.6090943287037,93.87019030663826,0,480,28.448923611111113,-176.1313888888889,11,157,480
1063,2024-02,12,4,9.173941666666668,20.494036736022277,0.0069,55.0,0.0069,-78.82605833333334,20.494036736022277,-129.4102314814815,187.2565978607898,0,12,25.975104166666668,-534.6138888888889,12,12,12
1066,2024-08,4379,9,11.376259328613845,1.5550049186419415,11.9535,13.8938,1.2e-11,-6.593740671386157,1.5550049186419415,218.29895530435664,173.50094496170223,0,4379,30.99103009259259,-143.2236111111111,1810,3321,4379
1069,2024-03,13,2,0.00643846153846154,0.0010824036368823299,0.0069,0.0069,0.0039,-14.182561538461538,0.0010824036368823709,179.2472863247863,221.56005954622057,0,13,27.002627314814816,-162.91944444444445,7,8,13
106,2024-11,114,2,0.018060526315789468,0.017879718091212658,0.01,0.0479,0.0033,-10.581939473684212,0.01787971809121296,-171.46800438596495,166.04401161531467,0,114,25.092627314814816,-471.40833333333336,114,114,114
1070,2024-10,1,1,0.005,0.0,0.005,0.005,0.005,-10.705,0.0,-112.5225,0.0,0,1,0.0,-112.5225,1,1,1
1072,2024-09,18,5,1.9371888888888893,4.310332739397388,0.0069,11.8,0.006,-11.362811111111112,4.310332739397388,-95.88412037037038,167.6877867576183,0,18,21.353726851851853,-306.30027777777775,17,18,18
1074,2024-02,13,3,0.005015384622306924,0.0034404485639370447,0.0069,0.01,2.23e-11,-21.248784615377687,0.0034404485639377594,137.41032051282053,185.4427569413385,0,13,25.116828703703703,-164.05166666666668,7,10,13
1086,2024-03,18,3,3.438772222222222,5.565092839477718,0.0069,13.3824,0.0039,-10.761227777777775,5.565092839477718,-84.57907407407407,221.99268632575374,0,18,27.00258101851852,-354.5138888888889,14,18,18
108,2025-01,34,4,0.46426470588334384,2.5651694509881438,0.021,15.2,1.669e-11,-12.435735294116656,2.5651694509881438,182.5071405228758,179.01575294435827,1,33,22.145104166666666,-38.05777777777778,22,26,34
1090,2024-03,28,3,6.760289285714286,6.318549276441055,11.151900000000001,13.8798,0.0039,-9.739710714285716,6.318549276441054,-161.3010119047619,214.30099514811835,0,28,29.03560185185185,-397.6325,24,28,28
1092,2024-03,13,2,0.00643846153846154,0.0010824036368823299,0.0069,0.0069,0.0039,-17.89356153846154,0.0010824036368823709,-210.8390811965812,221.48212546528862,0,13,27.00252314814815,-553.0647222222223,13,13,13
1094,2024-04,13,2,0.006900000000000002,1.734723475976807e-18,0.0069,0.0069,0.0069,-11.843099999999996,3.552713678800501e-15,-160.40608974358975,207.54068701563423,0,13,27.85675925925926,-517.8097222222223,13,13,13
1097,2024-02,9,2,0.007244444444444444,0.0009742360096347989,0.0069,0.01,0.0069,-23.112755555555555,0.0009742360096347613,385.8279938271605,194.47378591233783,0,9,25.11681712962963,23.982222222222223,2,2,9
1099,2024-10,1391,5,11.049381524083405,0.49843667917309953,10.9509,13.4078,1.469e-11,-3.7006184759165976,0.4984366791730995,164.13182802140747,176.21476633172438,0,1391,30.96420138888889,-281.88722222222225,653,1127,1391
1102,2024-03,18,3,3.485133333333333,5.639044017088948,0.0069,13.3824,0.0039,-11.254766666666667,5.639044017088948,-3.6013888888888945,220.1781003632505,0,18,27.002395833333335,-275.72555555555556,13,15,18
1116,2024-05,12,2,0.007325000000000001,0.001409565535901045,0.0069,0.012,0.0069,-13.292675000000003,0.0014095655359011965,94.24914351851851,233.48368977313578,0,12,29.025335648148147,-265.9511111111111,7,9,12
1126,2024-04,12,1,0.006900000000000001,8.673617379884035e-19,0.0069,0.0069,0.0069,-13.093099999999998,1.7763568394002505e-15,345.2488657407407,204.97775413089968,0,12,27.856712962962963,6.751388888888889,3,6,12
1128,2024-03,14,2,0.006257142857142859,0.0012309777099724346,0.0069,0.0069,0.0039,-12.343742857142855,0.0012309777099724813,-52.20974206349206,218.75940020128752,0,14,27.002685185185186,-381.1191666666667,10,14,14
112,2024-01,113,3,0.003976106194690265,0.001415294105354746,0.0033,0.007,0.0033,-24.39502389380531,0.0014152941053555933,-39.76268436578171,203.658897996593,0,113,30.544375,-424.52416666666664,92,113,113
1136,2025-01,39,5,1.6542769230782084,4.842220748336144,0.021,16.0,1.642e-11,-14.935723076921795,4.842220748336144,-195.3443732193732,185.47972193817847,0,39,22.396921296296295,-449.66194444444443,39,39,39
1137,2024-07,12,1,0.006900000000000001,8.673617379884035e-19,0.0069,0.0069,0.0069,-10.2431,0.0,-265.45546296296294,216.97519318980278,0,12,26.914733796296296,-636.7233333333334,12,12,12
1148,2024-01,16,3,0.007118749999999999,0.000693918898359167,0.0069,0.0098,0.0069,-24.212881249999995,0.0006939188983584078,102.29545138888889,167.20703917826174,0,16,25.279733796296295,-268.1041666666667,10,14,16
1153,2024-06,13,1,0.006900000000000002,1.734723475976807e-18,0.0069,0.0069,0.0069,-9.010800000000001,1.7763568394002505e-15,36.734572649572655,215.05736087624118,0,13,26.828576388888887,-228.34416666666667,9,11,13
1154,2024-08,2723,10,14.361998714652966,1.7998930860141342,14.73,15.73,2.1569e-11,-2.3380012853470387,1.7998930860141342,118.87621873342312,81.74285748633095,0,2723,29.224814814814813,-485.3072222222222,1901,2723,2723
1155,2024-01,15,2,0.006940000000000002,4.898979485566369e-05,0.0069,0.007,0.0069,-23.49306,4.898979485554938e-05,62.949351851851844,171.27442452045017,0,15,25.279710648148146,-312.2525,10,15,15
1156,2024-12,15,4,4.207340000004271,8.400570980099948,0.01,21.2001,1.905e-11,-17.29265999999573,8.400570980099948,-296.78031481481486,203.5322765302776,0,15,27.17273148148148,-548.5844444444444,15,15,15
1159,2025-02,2396,11,13.415542570951585,0.6099583973667918,13.55,17.85,11.62,-4.464457429048417,0.6099583973667918,137.9728908133927,171.634289077581,0,2396,27.979050925925925,-154.51638888888888,1571,2002,2396
1162,2024-07,1912,6,9.333946705071128,0.8833301468003929,9.35285,10.353,3.1e-08,-1.6660532949288702,0.8833301468003929,214.35755418991167,223.8982951445544,0,1912,30.90042824074074,-184.79611111111112,916,1112,1912
1163,2024-02,14,3,0.004657142865082857,0.0035580320069919643,0.0069,0.01,2.217e-11,-21.865342857134916,0.003558032006992658,338.2974007936508,183.97266189320015,0,14,25.116122685185186,49.2025,2,7,14
1166,2024-11,18,1,0.009766666666666667,0.00952301306193464,0.00575,0.0479,0.005,-10.590233333333334,0.009523013061934787,-74.61257716049383,56.68287280785458,0,18,6.857592592592592,-159.4488888888889,18,18,18
1175,2024-02,10,3,0.006520000002717,0.002361694299559179,0.0069,0.01,2.717e-11,-27.993479999997284,0.002361694299559307,301.7641111111111,185.76798527586422,0,10,25.11611111111111,-52.82888888888889,2,6,10
1179,2024-12,17,4,4.482400000003769,6.932748060004462,0.01,15.2801,1.905e-11,-10.517599999996234,6.932748060004462,161.91210784313725,167.2176762642369,4,13,29.408402777777777,-1.2027777777777777,9,16,17
1182,2024-11,28,2,3.4212785714285707,5.394042453045312,0.01,11.95,0.005,-7.9287214285714285,5.394042453045314,-142.1189484126984,142.7064402703266,8,20,15.995891203703703,-349.83805555555557,28,28,28
1184,2024-10,12,8,6.228200000000992,5.254341900433804,10.1567,10.89,1.19e-11,-6.961799999999009,5.254341900433803,203.39798611111112,172.1315784996209,0,12,17.159930555555555,-32.9875,6,6,12
1201,2023-12,1,1,28.0,0.0,28.0,28.0,28.0,-9.0,0.0,-368.04527777777776,0.0,0,1,0.0,-368.04527777777776,1,1,1
1203,2024-11,33,3,5.003572727272727,5.821348627421611,0.011,11.996,0.005,-6.926427272727273,5.821348627421611,137.44377946127946,107.3318470556924,2,31,12.332673611111112,9.0925,21,33,33
1208,2024-12,13,3,0.008000000004927692,0.004506405688444975,0.01,0.014,1.905e-11,-18.29199999999507,0.004506405688445528,-238.23083333333335,172.39213912115957,0,13,27.17303240740741,-433.7413888888889,12,13,13
1211,2024-05,11,2,0.007363636363636364,0.001466146915168976,0.0069,0.012,0.0069,-14.362636363636364,0.0014661469151691334,-188.1780808080808,243.72597818030692,0,11,29.025335648148147,-546.2208333333333,11,11,11
1212,2024-05,418,6,13.580431100478469,2.436172863224453,14.0,15.35,0.0069,-0.7095688995215303,2.436172863224453,88.2908745348219,122.64282555265014,169,249,29.637534722222224,-398.88694444444445,331,418,418
1215,2024-04,271,5,11.211885239852451,2.650883566311911,11.9,16.31,1.457e-11,-3.788114760147549,2.650883566311911,88.55224169741697,117.86300601462233,1,270,28.37034722222222,-434.7572222222222,200,271,271
1218,2024-11,45,3,0.5260577777777777,2.4051499087942187,0.0057,11.95,0.005,-11.063942222222222,2.4051499087942187,48.28106790123457,118.15411107009315,1,44,20.38244212962963,-340.93611111111113,45,45,45
1221,2024-08,28,4,2.2373785714306607,3.866519319412307,0.0069,8.99,8.88e-12,-6.8506214285693385,3.866519319412307,-126.7855357142857,209.40660302015806,0,28,28.04508101851852,-548.1430555555555,28,28,28
1224,2024-10,319,3,10.325396238244515,0.8490029472857887,10.643,11.3,0.005,-0.9346037617554875,0.8490029472857887,20.831034482758618,23.30895847091354,1,318,12.331967592592592,-240.72027777777777,319,319,319
1234,2024-05,17,4,0.004764705888077058,0.0037113405109689274,0.0069,0.012,1.416e-11,-13.975235294111924,0.003711340510968902,174.55919934640522,230.88058474178948,0,17,29.02466435185185,-261.6436111111111,7,12,17
1239,2024-01,16,3,0.0066437499999999995,0.0011483513998336921,0.0069,0.007,0.0022,-25.033356250000004,0.0011483513998344528,266.57862847222225,171.37738911670303,0,16,25.27859953703704,-98.21861111111112,4,10,16
127,2024-07,94,3,0.004496808510638299,0.0024287485669845887,0.0033,0.011,0.0033,-9.190302591489361,0.0024287485669846048,288.57940898345163,191.28775309840606,0,94,27.63883101851852,-94.0825,29,52,94
1355,2024-02,9,2,0.007244444444444444,0.0009742360096347989,0.0069,0.01,0.0069,-22.188755555555556,0.0009742360096347613,130.27114197530864,194.47092185965622,0,9,25.115902777777777,-231.56222222222223,5,8,9
135,2024-05,112,3,0.0037955357142857135,0.001390875135151115,0.0033,0.012,0.0033,-15.996204464285716,0.0013908751351512972,-256.2655357142857,220.6042576493092,0,112,30.64490740740741,-621.5875,112,112,112
1366,2024-12,14,3,4.3414285714331475,8.299822594610145,0.01,20.5,1.905e-11,-16.938571428566856,8.299822594610145,-381.78353174603177,213.2011884256855,0,14,25.938506944444445,-605.8405555555555,14,14,14
1367,2024-03,51,6,0.2972784313735455,2.050995753507732,0.0075,14.8,1.563e-11,-15.452721568626455,2.0509957535077326,-39.3341339869281,221.1502828786162,0,51,29.845,-464.87916666666666,40,51,51
136,2024-12,49,3,0.009387755103348164,0.0023974163468135187,0.01,0.01,1.905e-11,-19.190611244896647,0.0023974163468139754,-185.02429138321992,218.67519443352077,0,49,26.127592592592592,-440.5788888888889,45,49,49
1371,2024-08,661,8,8.851869288994068,1.6949534026335913,9.21,9.69,9.75e-12,-1.128030711005932,1.694953402633591,95.5628597243234,71.99319388329997,0,661,28.43712962962963,-497.3172222222222,577,661,661
1373,2024-03,13,3,0.00613846154013077,0.0019428521651736654,0.0069,0.0069,2.17e-11,-16.193861538459878,0.0019428521651740907,286.74912393162396,214.39730383313355,0,13,27.002881944444443,-79.54944444444445,4,7,13
1375,2024-06,12,1,0.006900000000000001,8.673617379884035e-19,0.0069,0.0069,0.0069,-10.563100000000002,1.7763568394002505e-15,-110.82027777777778,221.77964585445892,0,12,26.831296296296298,-384.3786111111111,10,12,12
1377,2025-01,79,6,8.406813924051058,7.106001315748486,14.35,14.671,1.669e-11,-6.013186075948943,7.106001315748486,38.60673347398031,120.36956049510444,9,70,21.79170138888889,-134.17166666666665,71,71,79
1379,2024-03,15,5,1.8733200000009909,4.760399294064483,0.0069,14.02,1.4856e-11,-13.106679999999006,4.760399294064483,-4.253629629629658,198.65686935445405,0,15,27.003101851851852,-368.2105555555556,11,15,15
137,2024-03,17,3,0.0056117647087758835,0.0019463033816282437,0.0069,0.0069,4.919e-11,-20.76438823529123,0.0019463033816284102,-293.4327777777778,230.13152764521794,0,17,29.43960648148148,-665.9855555555556,17,17,17
1392,2024-04,13,2,0.006900000000000002,1.734723475976807e-18,0.0069,0.0069,0.0069,-12.193099999999998,1.7763568394002505e-15,186.72141025641025,207.52841429797297,0,13,27.858703703703704,-170.71305555555554,6,9,13
1397,2024-05,12,2,0.00775,0.0019006577808748212,0.0069,0.012,0.0069,-14.480249999999998,0.001900657780875026,-311.4146064814815,244.37925069839014,0,12,29.021898148148146,-691.3494444444444,12,12,12
1398,2024-01,14,2,0.006935714285714287,4.7915742374995615e-05,0.0069,0.007,0.0069,-25.283064285714286,4.791574237488382e-05,204.33450396825396,165.54024129161067,0,14,25.277013888888888,-154.38,5,11,14
1399,2024-02,9,2,0.007244444444444444,0.0009742360096347989,0.0069,0.01,0.0069,-22.472755555555555,0.0009742360096347613,244.60484567901236,194.467181270274,0,9,25.11525462962963,-117.22277777777778,2,5,9
1404,2024-11,768,4,11.453275911458334,2.307649184190991,11.322,18.9001,0.005,-3.4817240885416676,2.307649184190991,33.118706235532414,185.34301369159274,38,730,29.741782407407406,-328.5283333333333,575,737,768
1405,2024-03,20,2,5.71283,6.3509381576346655,0.0069,13.8798,0.0069,-11.72717,6.350938157634665,-264.49494444444446,225.60385913454857,0,20,28.10255787037037,-531.3225,20,20,20
1409,2025-01,34,4,0.4730882352951087,2.615856629094626,0.021,15.5,1.669e-11,-15.516911764704894,2.615856629094626,-98.74955065359478,178.14675146397397,0,34,22.049050925925926,-317.7319444444444,26,34,34
1411,2024-04,1790,6,11.591924748603388,1.3028661776082153,11.823,13.3932,1.377e-11,-2.277075251396616,1.3028661776082153,-126.25456719428927,135.1803913920396,0,1790,29.03119212962963,-463.08972222222224,1788,1790,1790
1412,2025-02,1,1,12.4,0.0,12.4,12.4,12.4,-0.27000000000000135,0.0,6.233333333333333,0.0,0,1,0.0,6.233333333333333,1,1,1
1418,2024-12,12,2,0.007500000005338333,0.004330127009675929,0.01,0.01,1.905e-11,-20.641499999994664,0.004330127009676753,-525.6611574074075,65.2762536083717,0,12,9.343206018518519,-656.0230555555555,12,12,12
1420,2024-01,15,3,1.7731400000000002,6.608531312356778,0.0069,26.5,0.0069,-24.92686,6.608531312356778,-267.7018703703704,180.02063974852376,0,15,28.75162037037037,-648.4955555555556,15,15,15
1421,2025-02,964,4,13.138765560165975,0.5577537483452272,13.21,14.23,11.11,0.4987655601659746,0.5577537483452272,-194.5924769479023,190.84165684815636,753,208,27.980474537037036,-507.04583333333335,964,964,964
1426,2025-01,1116,4,13.953104480286768,2.620186717295473,14.4,16.3822,1.669e-11,-9.546895519713232,2.620186717295473,-281.32948426921547,193.11707225792523,0,1116,30.948252314814816,-652.7875,1116,1116,1116
1427,2024-07,10,1,0.006900000000000001,8.673617379884035e-19,0.0069,0.0069,0.0069,-9.2131,0.0,108.97975,206.61856700991868,0,10,26.914236111111112,-214.70055555555555,6,8,10
1429,2025-02,1,1,25.25,0.0,25.25,25.25,25.25,11.32,0.0,-0.8819444444444444,0.0,1,0,0.0,-0.8819444444444444,1,1,1
1432,2024-12,13,3,1.4300000000049276,4.927686303700573,0.01,18.5,1.905e-11,-19.819999999995073,4.927686303700573,-411.97476495726494,136.40702228149667,0,13,24.37306712962963,-577.3030555555556,13,13,13
1435,2024-04,13,2,0.006900000000000002,1.734723475976807e-18,0.0069,0.0069,0.0069,-10.2431,0.0,19.12098290598289,207.5242783815377,0,13,27.858645833333334,-338.3097222222222,9,13,13
144,2024-11,104,2,0.019014423076923078,0.018423033337631116,0.01,0.0479,0.0033,-12.680975576923073,0.018423033337631418,208.08993856837606,159.42791660670835,0,104,25.09369212962963,-92.00111111111111,28,81,104
145,2024-02,51,3,0.004137254901960785,0.0016493564739504451,0.0033,0.01,0.0033,-22.21586274509804,0.0016493564739513398,218.2961437908497,127.31811910507056,0,51,26.47023148148148,-233.44027777777777,17,42,51
147,2024-03,225,4,11.528547555556122,3.929642134443294,12.7,13.85,1.754e-11,-5.4614524444438795,3.929642134443294,-347.3052888888889,129.6659884101701,0,225,30.422175925925927,-488.00444444444446,221,225,225
151,2025-02,1,1,0.0033,0.0,0.0033,0.0033,0.0033,-12.496700000000002,0.0,-14.325833333333334,0.0,0,1,0.0,-14.325833333333334,1,1,1
154,2024-02,52,3,0.0041211538461538464,0.0016374624527065247,0.0033,0.01,0.0033,-23.246078846153857,0.0016374624527074138,331.8696367521367,127.80503838370805,0,52,26.463784722222222,-122.79,3,25,52
157,2025-02,3,2,8.0511,5.6906905632503575,12.05,12.1,0.0033,-5.358900000000001,5.690690563250357,279.61185185185184,174.35963554953813,0,3,15.412511574074074,156.29333333333332,2,2,3
1685,2024-12,48,3,15.357218750001335,8.422433759350625,19.27,22.22,1.905e-11,-4.942781249998666,8.422433759350625,-2.3099479166666703,223.46766377182036,10,38,27.533217592592592,-532.9783333333334,48,48,48
1686,2024-03,9,1,0.0069,0.0,0.0069,0.0069,0.0069,-20.9931,0.0,-158.31228395061729,236.51206659243277,0,9,27.003298611111113,-509.34055555555557,9,9,9
1697,2024-11,4,1,0.018475,0.01713992050740026,0.010499999999999999,0.0479,0.005,-18.881524999999996,0.0171399205073997,342.90055555555557,66.12175785623411,0,4,6.857581018518519,281.9141666666667,0,2,4
1701,2024-04,13,2,0.006900000000000002,1.734723475976807e-18,0.0069,0.0069,0.0069,-10.3531,0.0,3.8750213675213776,207.52037584180385,0,13,27.860914351851854,-353.6041666666667,9,13,13
1703,2024-11,981,3,11.590728950050968,2.0262678115129087,10.9654,19.019,0.005,-0.38427104994903105,2.0262678115129087,-166.6415485898743,185.35089362631186,289,692,29.95462962962963,-557.1211111111111,981,981,981
1710,2024-04,14,3,0.006407142858012644,0.0017770216969140516,0.0069,0.0069,1.2177e-11,-12.313592857141986,0.0017770216969140468,-72.19688492063493,200.97424995576958,0,14,27.861064814814814,-435.2372222222222,13,14,14
1713,2024-11,9,2,2.9473000000000003,5.491004297535703,0.0057,13.22,0.005,-10.002699999999999,5.491004297535703,158.86558641975307,128.05988112123717,2,7,11.684039351851851,23.284166666666668,5,9,9
1714,2024-04,13,2,0.006900000000000002,1.734723475976807e-18,0.0069,0.0069,0.0069,-17.9931,0.0,282.7154700854701,207.5199953228339,0,13,27.861064814814814,-74.76333333333334,4,8,13
1721,2024-10,1,1,0.005,0.0,0.005,0.005,0.005,-11.694999999999999,0.0,58.1675,0.0,0,1,0.0,58.1675,1,1,1
1726,2024-02,10,4,0.01604,0.02804436485285413,0.0069,0.1,0.0021,-274.98396,0.028044364852868004,-58.65613888888889,198.695318401213,0,10,25.114675925925926,-450.9486111111111,10,10,10
172,2024-04,3125,10,11.732690688,1.197019605635132,11.9038,17.1,0.0033,-6.267309311999999,1.197019605635132,22.44398897777778,161.35519487751748,0,3125,29.991666666666667,-352.0286111111111,2582,3052,3125
1730,2024-08,915,7,12.620985245901638,1.6672035502604041,12.9629,14.5,0.0069,-3.8790147540983604,1.6672035502604041,-11.933958409228897,106.17714746428683,0,915,30.563854166666665,-162.64305555555555,874,902,915
1732,2025-01,33,3,0.017727272728293636,0.006165754527178647,0.021,0.021,1.669e-11,-14.482272727271708,0.006165754527178981,115.17733164983166,179.72025048650576,0,33,22.013738425925926,-100.4161111111111,25,25,33
173,2022-12,1,1,65.6,0.0,65.6,65.6,65.6,-5.400000000000006,0.0,24.8725,0.0,0,1,0.0,24.8725,1,1,1
1748,2024-04,2098,6,11.848391515729267,1.1589388821458884,11.9701,18.0,0.0069,-8.111608484270734,1.1589388821458884,-227.16826289587968,169.18226119268115,0,2098,29.96619212962963,-607.2341666666666,2098,2098,2098
174,2024-03,16,2,0.005962500000000001,0.0013905372163304367,0.0069,0.0069,0.0039,-12.594037499999999,0.0013905372163304894,280.80748263888887,226.36998621290152,0,16,29.441550925925927,-74.565,6,10,16
1755,2024-04,17,5,0.7229235294140394,2.8692703072233656,0.0069,12.2,1.27e-11,-12.577076470585963,2.8692703072233656,201.62952614379086,199.14593866016475,0,17,27.86105324074074,-111.67861111111111,9,12,17
1757,2024-04,13,2,0.006900000000000002,1.734723475976807e-18,0.0069,0.0069,0.0069,-13.143100000000002,1.7763568394002505e-15,385.2900427350427,207.51755529339755,0,13,27.860752314814814,27.813333333333333,3,5,13
1759,2025-01,33,4,0.40193939394041495,2.1740191789093024,0.021,12.7,1.669e-11,-12.958060606059586,2.174019178909302,362.0612878787879,187.07363309001425,0,33,28.217789351851852,2.7930555555555556,2,20,33
175,2024-04,22,4,0.005454545454545456,0.001741401544401226,0.0069,0.0069,0.0033,-10.994545454545456,0.001741401544401452,-91.9609217171717,253.92855026284457,0,22,29.184189814814815,-365.8197222222222,17,22,22
1765,2024-01,13,2,0.006930769230769232,4.615384615384627e-05,0.0069,0.007,0.0069,-22.88306923076923,4.6153846153738585e-05,-51.10700854700854,170.71656591727358,0,13,25.27138888888889,-414.73333333333335,11,13,13
1767,2024-11,3,1,0.020966666666666665,0.019153821782842424,0.01,0.0479,0.005,-13.959033333333332,0.019153821782842376,251.2449074074074,32.552251551729945,0,3,3.0129050925925926,224.79055555555556,0,3,3
1769,2024-03,9,1,0.0069,0.0,0.0069,0.0069,0.0069,-14.7331,0.0,88.39132716049382,236.67810162098476,0,9,27.003275462962964,-262.49611111111113,5,7,9
176,2025-02,1,1,0.0033,0.0,0.0033,0.0033,0.0033,-12.586700000000002,0.0,611.43,0.0,0,1,0.0,611.43,0,0,1
1770,2024-02,9,3,0.007588888888888889,0.0012887930998888022,0.0069,0.01,0.0069,-24.14241111111111,0.0012887930998887525,-174.52037037037042,206.21145984926562,0,9,25.11488425925926,-509.3016666666667,9,9,9
1771,2024-05,13,3,0.007153846154868461,0.0027567024267041965,0.0069,0.012,1.329e-11,-14.06284615384513,0.002756702426704186,-275.78431623931624,251.92181752696592,0,13,30.09318287037037,-682.0630555555556,13,13,13
1775,2024-03,12,2,2.9425166666666676,5.135018947844519,0.0069,13.3824,0.0069,-14.717483333333332,5.135018947844518,-246.63370370370367,241.40058723726645,0,12,27.697199074074074,-542.4911111111111,12,12,12
1779,2024-12,1343,4,17.162605137751353,4.381874324368365,17.71,22.01,1.905e-11,-9.80639486224865,4.381874324368365,-326.7002835691238,209.52598455348544,0,1343,30.937407407407406,-726.6316666666667,1343,1343,1343
177,2024-03,17,3,0.00561176470683353,0.0019463033872286178,0.0069,0.0069,1.617e-11,-16.514388235293165,0.0019463033872292041,-125.47109477124182,220.13958724520617,0,17,29.441736111111112,-484.695,14,17,17
1783,2024-12,11,2,0.0072727272785509086,0.004453617704641275,0.01,0.01,1.905e-11,-16.30272727272145,0.004453617704642122,166.75762626262625,52.02939442396066,0,11,8.210856481481482,55.06055555555555,5,11,11
1799,2024-09,13,3,0.010215384615384614,0.009656950159886534,0.0069,0.0428,0.006,-11.439784615384612,0.0096569501598865,241.87160256410255,173.3247198957059,0,13,21.34886574074074,64.21333333333334,7,9,13
1807,2024-09,579,5,11.254287392055268,1.7320535294581394,11.58,11.9989,0.006,-0.745412607944733,1.7320535294581394,-143.70115236998654,149.5321688831976,0,579,28.252916666666668,-380.2994444444444,577,579,579
1810,2024-12,11,2,0.0072727272785509086,0.004453617704641275,0.01,0.01,1.905e-11,-17.791727272721452,0.004453617704642122,-279.9498484848485,65.0185779366101,0,11,9.335046296296296,-404.46166666666664,11,11,11
