seller_n-1_address,transaction_count,active_period,total_value,total_gasUsed,avg_gasPrice,avg_gasLimit,rolling_avg_value_last10,rolling_std_value_last10
0x5baede5745e76d53e61ad72c9fd4627ca0105764,676,1462.0922106481482,100.0526413609257,96561477,71650054390.4423,184373.20857988167,0.018,0.03627671429443411
0x8418a464f0f51c958d1b57a5fb88d1a9896e8232,1010,1332.6053819444444,1583.9342302319596,130468516,71774922552.94258,177651.18613861385,0.002,0.004
0x057c2d080d30306ec2bf7ae15232fbe96627b066,69,1402.6229166666667,114.5952005502232,8931908,37167640987.78261,160678.0,0.04,0.08
0x2f87cebd3bd2339c43096eeeb9f934e0e14aca25,922,1344.1327199074074,524.4420099421211,142291724,87415654466.51302,218765.46746203906,0.04196081563038991,0.07961690347060404
0x35f1cc527ba6de307106a2f8a8d169bcd314e2e7,2745,1687.9257291666668,25945.802234190804,385577635,82066219583.28343,227201.5475409836,0.0391919,0.07840462505802831
0x589274904def8af5f3d739574242a5110da5a912,280,1411.4083796296297,204.72635863,26119937,63572619335.88214,124445.4,0.0092,0.0276
0x5441a373ec87adb92338e2707a3360589a9b6dc5,77,479.2609837962963,29.719000272058352,6208028,40490355768.06493,115439.11688311688,1.181838807935264,0.9955542563393113
0x65838ded769911a6b7200265ea8454c112c8336c,69,1328.6187037037037,132.87746239236753,7751353,51446864704.49275,172776.15942028986,0.020300000000000002,0.03932950546345581
0xa67c8970f1a1d98257a2e32fbecf307bbec388c0,7714,962.1866898148148,4714.960078796256,1072291278,26849419828.885532,193911.0709100337,0.14348463797423056,0.2734845196543478
0x2d65c3ca98df335b0ec145d96a830e8c5e4c9b66,1030,1459.8482754629629,473.8111937453739,93543093,73346810530.0932,118525.99805825243,0.013431177210536122,0.03415145096369961
0x6afbeecc9d44e3a4418054c93186e43457384fb0,486,1452.3055902777778,248.281536933746,57393911,59530426150.92387,174887.82098765433,0.01,0.030000000000000002
0x2b92376dc4f1cd3f7c07ecfc3579354b2f20abff,1264,1478.2151041666666,82.69666784592567,99946260,54433804200.79984,101684.45174050632,0.03076586395670617,0.039479370274115536
0x4d53f9106edd415ea63c847c9aa8d12b31880e05,1532,1305.7977314814814,2973.899703580656,118617653,58067549486.83616,110905.4412532637,0.076,0.17956837137981735
0x715a64f3a6669e1de61c3fd9e1a3b29821ec5974,589,1476.0480902777779,296.36462085666324,62517386,74571365894.77928,119426.67062818336,0.09545997256029086,0.14757882431551864
0x73a540d80af861645431e60cf1d9ebc55aea835b,760,2835.6884375,77.13324522932395,112861075,50863457739.79605,195576.95657894737,0.004961800000000001,0.00643550331831163
0xd00d434da36f38756efcc6d85b8fb39072082d3c,78,1078.5674537037037,798.8823934170864,8764585,108431959399.0,190251.53846153847,20.838661082799998,35.18816819091623
0x80fcfdd18c0b83a1827f5964d4d1b214db16adc5,1568,2712.4332060185184,403.63010761183676,181124676,49960310319.3463,160884.8718112245,0.04884332197354029,0.1181089706880965
0x3c1814c7732bb3899b0ff153b74d8332fcdf0eb8,215,1195.1012268518518,1282.1788668700399,28361604,54608993902.851166,176620.63255813954,0.01,0.03
0xae6da9f798da6758e142dba73e329c59db7f7e6c,54,765.0991782407407,800.39,6361663,30152511834.314816,156325.85185185185,0.01,0.030000000000000002
0xa122355892040d2cf7bb3723fc97335377aedb1f,491,1516.529224537037,146.44046334905616,87267634,106454518564.98778,211569.8900203666,0.2901475,0.8044666001806727
0xc166b70407f03422bdd700da9380c11ff22a7e38,1699,598.1939004629629,3075.9838729001576,149491910,24617414754.711594,112373.8351971748,0.4565182675925093,0.7221385758420324
0xcc69b30b9daa895b1242fda7aeec765f1a25805f,422,690.6740393518519,484.4538990151399,35063152,23830749716.310425,118344.30805687203,1.6098888032474818,4.154423657437342
0x4aa1a09b8d992358cea0621ce6235c28c3eb53b4,89,700.353761574074,388.8550485,8654432,37431272398.26966,162812.8202247191,3.500001,10.49999966666709
0x06800a265f3eaef1195c18d253d6a2f62cfda113,573,714.1058449074075,1109.5064197252543,68071987,32964670338.267017,318777.5357766143,0.20227023853887127,0.3018232127247908
0x7987278a6c74c88586a9b7dfbe757bdf44fc88e3,25,1221.0233217592593,376.29123662676074,3235874,63791880817.64,172392.92,26.46312366267607,60.53743178375022
0xaa34545d346f6fc5f4a7a1b2bda16fc1136b43f2,32,880.2441782407408,81.59074800473228,2193680,27149583047.4375,81263.90625,0.04415056998647231,0.0733704809619276
0xb3479ac22ab13a9d359c1aa0fdf6f7e3d39a207c,4052,1467.2040162037038,1846.7010653818324,780093598,83420763552.04294,306231.3191016782,1.825,4.493731745442757
0xbe194dc9bd6ad7680f5450320049e8c628d9139f,1465,1408.0509606481482,56.99241472310024,126646709,28264966016.81843,112032.13037542663,0.0009500000000000001,0.0017385338650713709
0x913d5f297095b3e32d1aff25d0f7c6f3e8d61d89,1377,1325.3305555555555,538.9677164466169,160918620,82560042875.14888,156339.42846768338,0.10639100000000001,0.2980439328840632
0xa27c8e38a5b577d4c1aadd0426363ca83255c6d7,359,1019.0332407407408,562.9179480278083,33327708,28840858104.220055,121506.37047353761,0.0026,0.007799999999999999
0x7e4100f2571994d0d937c25e87c5f58d79db53dc,566,1410.7739814814815,330.42092819596854,97297773,53530777669.59364,252391.4522968198,0.15,0.45000000000000007
0xe31235bc3880eb1fbb4c53fd7d882d2f5cbe56f3,3244,530.3482060185186,1172.4482804040924,639340937,21282732014.894268,245074.4608508015,0.35451989999,1.0485799614098472
0xc5f8b5a145b699d6972d07105d353a053e6dfffa,17,924.3733449074074,22.884906076897405,926672,13672342227.235294,66744.76470588235,1.6824906076897406,2.580629818198004
