Feature,MeanDecreaseMSE_log,Std
Hat_Ww2 Pilot Helm,0.0,0.0
sale_1_month_2025-03,0.0,0.0
sale_1_month_2025-01,0.0,0.0
sale_1_month_2023-12,0.0,0.0
sale_1_month_2024-01,0.0,0.0
Hat_Vietnam Era Helmet,0.0,0.0
Clothes_Work Vest,0.0,0.0
Hat_Girl's Hair Pink,0.0,0.0
Clothes_Leather Punk Jacket,0.0,0.0
Clothes_Stunt Jacket,0.0,0.0
Clothes_Sleeveless T,0.0,0.0
Hat_Bunny Ears,0.0,0.0
Clothes_Sleeveless Logo T,0.0,0.0
Clothes_Service,0.0,0.0
Hat_Baby's Bonnet,0.0,0.0
Clothes_Lab Coat,0.0,0.0
Clothes_Prom Dress,0.0,0.0
Hat_Irish Boho,-9.515541684823603e-07,3.798502522730085e-07
Hat_Safari,-9.518711883121922e-07,4.760144405869515e-05
Mouth_Discomfort,-1.34363694130335e-06,6.25308076555044e-06
Clothes_Black Holes T,-1.8866929272332023e-06,5.660078781699606e-06
Mouth_Bored Pipe,-1.9341942570583194e-06,2.622052996559266e-07
Eyes_X Eyes,-2.1068284897785006e-06,1.0867689534611615e-05
Clothes_Bayc T Red,-2.2929888058076386e-06,9.609854184547232e-06
Clothes_Biker Vest,-3.046491153563258e-06,0.00017358569054420065
Mouth_Tongue Out,-5.213415592911219e-06,1.834126238749413e-05
Background_Orange,-5.670540680391412e-06,0.00013091685697742424
Eyes_Heart,-7.820126858257282e-06,5.35221238195166e-05
Earring_Gold Hoop,-8.878930471728497e-06,5.111915825780199e-05
Fur_Cream,-1.0964706229102395e-05,5.033672681176076e-05
Clothes_Lumberjack Shirt,-1.181615326913965e-05,2.5367036617839477e-05
Hat_Cowboy Hat,-1.3155335086392771e-05,2.654953930588455e-05
Eyes_Coins,-1.356742244757736e-05,7.620611291035908e-05
Clothes_Bone Tee,-1.5805751500500008e-05,1.4926223806565991e-05
Clothes_Wool Turtleneck,-1.6735543282914155e-05,2.1938675206258776e-05
Mouth_Bored Cigarette,-1.8222678960883033e-05,7.37379610227823e-05
Mouth_Bored Unshaven Cigarette,-1.870470773817079e-05,6.548218737301365e-06
Hat_Short Mohawk,-1.945160090787157e-05,2.0609400299034397e-05
Clothes_Bayc T Black,-1.9512497511819938e-05,3.394769034342297e-06
Clothes_Navy Striped Tee,-2.2861514186392483e-05,1.0301211070704263e-05
Mouth_Phoneme L,-2.3939272631021134e-05,8.721774530792761e-05
Hat_S&m Hat,-2.50129710996555e-05,2.7741429456406808e-05
Clothes_Puffy Vest,-4.0721042549993204e-05,1.2345963594555667e-05
Hat_Faux Hawk,-4.117119945772629e-05,3.514725256811631e-05
Earring_Silver Stud,-7.062604598283006e-05,0.0001043384386667086
Mouth_Rage,-7.596516728862468e-05,7.659083180222275e-05
Hat_Beanie,-7.60507076139616e-05,0.00012238668722463095
Background_Purple,-8.100764296861962e-05,0.0003915521493112005
Clothes_Black T,-8.470115822451219e-05,9.13941618149419e-05
Fur_Golden Brown,-0.00010684534530804591,0.00020250031988938437
Background_New Punk Blue,-0.00011341292716105788,0.0002706434425481974
Clothes_Leather Jacket,-0.00011607181610213679,0.00018127696473219416
Clothes_Prison Jumpsuit,-0.00011707793274510491,8.542491044455097e-05
Mouth_Bored Unshaven Dagger,-0.0001283976587892921,9.682617381836755e-05
Clothes_Hawaiian,-0.00014919550362222367,0.0001605390880683483
Fur_Tan,-0.0001633431900539911,5.3616690609957855e-05
Fur_Dark Brown,-0.00016435197735771844,0.00028800553050851714
Mouth_Bored Unshaven,-0.00023053618284106514,0.0004406759735231658
Fur_Brown,-0.00042065295450819106,0.0001931325473361773
Background_Army Green,-0.0009003750419663836,0.00022584953422390077
