Feature,Importance
Fur_Golden Brown,0.00034231531538085223
Fur_Robot,0.0003415226299798508
Mouth_Bored Unshaven Party horn,0.00033848985116349345
Clothes_Biker Vest,0.00032833214839259414
Clothes_Kings Robe,0.0003077253461856226
Eyes_Closed,0.0003040460255142621
Mouth_Bored Unshaven Bubblegum,0.0003037359822392557
Earring_Diamond Stud,0.00030017474578104163
Earring_Silver Stud,0.0002979682733559063
Clothes_Tie Dye,0.00029533889957506464
Earring_Silver Hoop,0.0002688826540408289
Earring_Gold Stud,0.0002535909803078014
Eyes_Heart,0.00024630385827862755
Hat_Commie Hat,0.00024396398245814054
Fur_Cheetah,0.0001945439662984626
Eyes_Angry,0.00019203051003892032
Hat_Spinner Hat,0.0001917507202328404
Clothes_Prison Jumpsuit,0.00017776522563055913
Clothes_Leather Jacket,0.00017682872193464655
Eyes_Hypnotized,0.0001700766946493154
Mouth_Dumbfounded,0.00016752243603740115
Mouth_Rage,0.0001654296917408333
Eyes_Sleepy,0.00016461705192672167
Hat_Bayc Flipped Brim,0.0001578747217660755
Mouth_Bored Kazoo,0.00015348488008837366
Clothes_Wool Turtleneck,0.00014884323720320249
Eyes_Crazy,0.00014439104852336808
Eyes_Holographic,0.0001387879898881932
Hat_Fisherman's Hat,0.0001387100166855789
Eyes_Bloodshot,0.00013425741013777453
Fur_Cream,0.0001323520126123557
Clothes_Hawaiian,0.00013108335550558677
Clothes_Black T,0.00012188104834451251
Mouth_Bored Bubblegum,0.00012028246836771858
Hat_Seaman's Hat,0.00011989300766583583
Hat_Laurel Wreath,0.00011380138667839132
Hat_Party Hat 2,0.00011179669366809257
Clothes_Tweed Suit,0.00010601422847762494
Mouth_Jovial,0.00010318393106104935
Eyes_Coins,0.00010095732760713001
Eyes_Wide Eyed,9.076433388128692e-05
Mouth_Bored Party Horn,8.833442911452999e-05
Fur_Gray,8.639486924287646e-05
Eyes_Zombie,8.608100106094435e-05
Clothes_Guayabera,8.149260929692281e-05
Mouth_Phoneme L,8.075562384655144e-05
Mouth_Phoneme Vuh,7.995975649615605e-05
Hat_Halo,7.655811843742357e-05
Clothes_Tanktop,7.372618767242608e-05
Fur_Tan,7.163929034764455e-05
Hat_Horns,6.99565886461648e-05
Clothes_Bayc T Black,6.974229642410493e-05
Hat_Beanie,6.635326127376581e-05
Fur_Pink,6.613996676208114e-05
Clothes_Sailor Shirt,6.592838534832379e-05
Clothes_Striped Tee,6.191110202436621e-05
Hat_Safari,6.0456123065031356e-05
Eyes_Eyepatch,6.024178160037989e-05
Hat_Bayc Hat Black,5.8575336696697704e-05
Clothes_Smoking Jacket,5.850119463304994e-05
Mouth_Bored Unshaven Cigar,5.6632122416121825e-05
Eyes_Robot,5.390627689997751e-05
Mouth_Grin,5.345846166602807e-05
Clothes_Rainbow Suspenders,5.251163889206684e-05
Earring_Gold Hoop,5.128990699564036e-05
Clothes_Lumberjack Shirt,5.052957841428751e-05
Hat_Bandana Blue,5.050007524826324e-05
Mouth_Bored Cigarette,5.029081815252204e-05
Clothes_Cowboy Shirt,4.9621321835097524e-05
Hat_Girl's Hair Short,4.7622885419563445e-05
Clothes_Toga,4.5757547285328516e-05
Clothes_Tuxedo Tee,4.4073239056908366e-05
Hat_Fez,4.329620842239976e-05
Hat_Short Mohawk,4.2949531325995366e-05
Clothes_Bone Necklace,4.170677794634188e-05
Mouth_Phoneme  ooo,4.034437370988153e-05
Hat_Cowboy Hat,3.7997707043054356e-05
Mouth_Phoneme Oh,3.6510835847101176e-05
Clothes_Bandolier,3.2349820542362245e-05
Hat_Faux Hawk,2.4836502080642796e-05
Hat_S&m Hat,2.4469885743719752e-05
Mouth_Tongue Out,2.4338890499511932e-05
Eyes_Blindfold,2.3817411624141675e-05
Eyes_Scumbag,2.1711106291116977e-05
Eyes_X Eyes,2.1242337995644298e-05
Mouth_Bored Unshaven Cigarette,1.8968772548778657e-05
Clothes_Black Holes T,1.7538059448878234e-05
Mouth_Phoneme Wah,1.747114978736379e-05
Clothes_Puffy Vest,1.5867607440375868e-05
Clothes_Bayc T Red,1.4341684084451202e-05
Clothes_Bone Tee,1.3701268972130396e-05
Hat_Bowler,1.0747053384720778e-05
Hat_Sea Captain's Hat,1.0223176644224183e-05
Mouth_Bored Cigar,9.854155497076906e-06
Clothes_Navy Striped Tee,8.033329212768175e-06
Mouth_Discomfort,6.8723994821005226e-06
Mouth_Bored Pipe,4.743046888456522e-06
Fur_White,1.6855354486092224e-06
Hat_Irish Boho,1.8969992779269365e-07
Clothes_Service,0.0
Clothes_Work Vest,0.0
Clothes_Stunt Jacket,0.0
Clothes_Sleeveless T,0.0
Clothes_Sleeveless Logo T,0.0
Hat_Police Motorcycle Helmet,0.0
Hat_Party Hat 1,0.0
Clothes_Prom Dress,0.0
Clothes_Lab Coat,0.0
Mouth_Small Grin,0.0
Hat_Stuntman Helmet,0.0
Hat_Girl's Hair Pink,0.0
Hat_Sushi Chef Headband,0.0
Hat_Bunny Ears,0.0
sale_1_month_2024-07,0.0
Clothes_Blue Dress,0.0
Clothes_Caveman Pelt,0.0
Hat_Vietnam Era Helmet,0.0
Hat_Ww2 Pilot Helm,0.0
Hat_Prussian Helmet,0.0
sale_1_month_2025-03,0.0
sale_1_month_2025-01,0.0
Hat_Baby's Bonnet,0.0
Clothes_Leather Punk Jacket,0.0
