Feature,MeanDecreaseMSE_log,Std
Eyes_Zombie,9.906675146028055e-05,0.00020703601910034952
Clothes_Leather Punk Jacket,9.883479406644358e-05,4.4003751325356935e-05
Eyes_Crazy,9.361087492454345e-05,0.00017484707426467232
Eyes_Closed,9.000138712549344e-05,0.00045940355827466607
Clothes_Guayabera,8.483819401311765e-05,0.00010408404692704438
Clothes_Sailor Shirt,8.409490679668619e-05,0.00015755462971581442
Clothes_Bone Tee,8.397858991860684e-05,7.576346187853146e-05
Eyes_Robot,8.053030328741272e-05,0.00016350492717963846
Hat_Baby's Bonnet,7.968473606035365e-05,3.0831135076933176e-05
Clothes_Navy Striped Tee,7.634197500553108e-05,0.0001469401245775169
Fur_Pink,7.49674978924586e-05,0.00016417543213782598
Clothes_Work Vest,6.828565301549849e-05,5.338646612522431e-05
Hat_Girl's Hair Pink,6.298778591065646e-05,4.2245187037197605e-05
Hat_Halo,6.273767136300568e-05,0.00011314701889235801
Clothes_Toga,6.0649301271833986e-05,7.247446621259812e-05
Hat_Vietnam Era Helmet,5.610596050934502e-05,4.33429703689848e-05
Hat_Sea Captain's Hat,5.6086193292725905e-05,5.572364163996744e-05
Mouth_Phoneme Wah,5.28215786082753e-05,7.803094932008112e-05
Clothes_Smoking Jacket,5.2518445979618525e-05,0.0001648781742132022
Hat_Ww2 Pilot Helm,5.2299077907741465e-05,3.779620615668552e-05
Fur_Red,5.0303370952495266e-05,8.154708366114775e-05
Hat_Bunny Ears,4.5759413931603654e-05,8.101480198240932e-05
Clothes_Wool Turtleneck,4.551280669248259e-05,3.8118539144485096e-05
Mouth_Bored Cigarette,4.26359726936526e-05,0.00018909425892416106
Mouth_Grin,3.762724564626008e-05,0.0001353520593802734
Clothes_Bayc T Black,3.3693583529989524e-05,0.00011621964090012111
Eyes_Blindfold,3.247438104648781e-05,7.882295341026724e-05
Mouth_Bored Cigar,3.184990778226926e-05,0.00011030918923683127
Hat_Short Mohawk,3.004033249024707e-05,9.183515432291036e-05
Clothes_Sleeveless Logo T,2.8643410834658377e-05,5.052205825249153e-05
Eyes_Eyepatch,2.745618449053466e-05,6.966710497435775e-05
Background_Orange,2.591646299403283e-05,0.00012592780167966123
Mouth_Tongue Out,1.9606954034573355e-05,2.2616532178867585e-05
Clothes_Caveman Pelt,1.9492819876973376e-05,3.963938227250048e-05
Hat_Prussian Helmet,1.622626886490508e-05,0.00012344788332618618
Clothes_Bayc T Red,1.456323021223338e-05,3.089406217805287e-05
Hat_Bowler,7.162508116359545e-06,7.242719018193299e-05
Clothes_Prom Dress,6.318247999848037e-06,3.440650371860714e-05
Mouth_Bored Unshaven,1.6893121477540296e-06,0.00039968062830051515
Fur_Cream,1.442216488431458e-06,0.00017310814096119058
sale_1_month_2025-03,0.0,0.0
sale_1_month_2024-01,0.0,0.0
sale_1_month_2023-12,0.0,0.0
Mouth_Dumbfounded,-1.178154328007608e-06,0.00013929928224192984
Clothes_Stunt Jacket,-1.5553696227244007e-06,9.200913868158654e-05
Eyes_Hypnotized,-5.5777990807831525e-06,2.353186961545605e-05
Hat_Party Hat 1,-5.719631977640916e-06,4.423266300553808e-05
Hat_Police Motorcycle Helmet,-7.963863291940431e-06,1.6558834498251696e-05
Hat_Irish Boho,-9.029153624365293e-06,2.992369335919151e-05
Clothes_Service,-1.161409293573834e-05,2.9880945870701386e-05
Mouth_Phoneme Oh,-1.1663365712549779e-05,0.0001077221314987204
Hat_Horns,-1.32341734856406e-05,6.571963449073931e-05
Mouth_Jovial,-1.4643510571968332e-05,7.114513561241398e-05
Clothes_Tanktop,-1.7905578854457428e-05,0.00014883164486460658
Mouth_Small Grin,-1.8619463324118234e-05,1.5824810974376537e-05
Hat_Sushi Chef Headband,-2.0692083172005325e-05,0.00010751257828459494
Hat_Cowboy Hat,-2.2259722441961283e-05,1.8193970307760263e-05
Mouth_Phoneme L,-2.3588919952102772e-05,4.801441897065871e-05
Hat_S&m Hat,-3.409958025159254e-05,7.962832473189578e-05
Mouth_Phoneme Vuh,-3.764150944338684e-05,0.00013359991768614266
Mouth_Discomfort,-3.8817594865128704e-05,3.961206113205771e-05
Clothes_Puffy Vest,-4.413357515589689e-05,9.358464468099685e-05
Eyes_X Eyes,-4.620978608515514e-05,5.008158710075738e-05
Clothes_Cowboy Shirt,-4.876557628381017e-05,3.950791422902164e-05
Eyes_Coins,-4.969429161746086e-05,0.00026063195421944103
Background_New Punk Blue,-5.299605398854934e-05,0.00027874563730625394
Clothes_Hawaiian,-5.7553549170877294e-05,9.431584363288089e-05
Mouth_Bored Unshaven Cigarette,-6.120071271563388e-05,6.251595038827557e-05
Clothes_Bone Necklace,-6.150570794667965e-05,2.1910132885302055e-05
Clothes_Black Holes T,-6.518429552438421e-05,0.00011300590903449433
Hat_Faux Hawk,-6.523302999107416e-05,0.00011912886889230316
Clothes_Prison Jumpsuit,-6.718662554822397e-05,5.135264957935391e-05
Clothes_Blue Dress,-7.00518146045992e-05,4.058930092915283e-05
Earring_Silver Stud,-7.801827657260008e-05,0.0002772179477810704
Eyes_Scumbag,-8.26180064975507e-05,5.8394381413076405e-05
Hat_Seaman's Hat,-8.425977235606563e-05,7.811812113213264e-05
Earring_Silver Hoop,-8.878260684755668e-05,0.00028074422972154233
Fur_White,-9.578538178932617e-05,7.46375653325984e-05
Clothes_Leather Jacket,-9.961439339258305e-05,0.00021231224521759347
Mouth_Bored Unshaven Dagger,-0.0001060723672702546,0.00019546128561088636
Hat_Girl's Hair Short,-0.00010811998037791038,9.932099428427624e-05
Clothes_Bandolier,-0.00011977421635708251,0.00014352839954704193
Background_Purple,-0.00012979484917261807,0.00019902453933420884
Hat_Stuntman Helmet,-0.00013333953113938424,4.9643316458559484e-05
Earring_Gold Hoop,-0.0001406958443396361,0.00014419880928482118
Clothes_Lab Coat,-0.00014081699293591043,0.00011728237837371668
Eyes_Bloodshot,-0.00015617667865334416,0.00019482808267414658
Fur_Golden Brown,-0.0001770979595034805,0.00015428527436743154
Eyes_Heart,-0.0001945761683180003,8.344698431357975e-05
Fur_Brown,-0.00025597217214456405,0.0004094473749433412
Clothes_Black T,-0.00032176954497088186,0.00022832768468855697
Background_Army Green,-0.0008072761190476175,0.00022627924337847963
