,transfers_out,transfers_in,buyer_n-1_sale_count,buyer_n_sale_count,seller_n-1_sale_count,seller_n_sale_count,cluster
0x29469395eaf6f95920e59f858042f0e28d98a20b,4333.0,3608.0,174.0,231.0,945.0,834.0,1
