Feature,MeanDecreaseMSE_log,Std
Clothes_Sleeveless T,2.3795670190118745e-06,1.0993808091877205e-05
Hat_Baby's Bonnet,2.3743399544973178e-06,1.8976525093438963e-06
Mouth_Phoneme Oh,2.0483498836598723e-06,1.1058366329394565e-05
Eyes_X Eyes,1.6697656098907387e-06,7.880975316766429e-06
Background_Orange,6.565003760894417e-07,2.158104657459686e-05
Hat_Bowler,5.362392288266182e-07,3.6849278237634e-06
Hat_Police Motorcycle Helmet,1.3702074740384874e-07,4.398205022047764e-06
Clothes_Cowboy Shirt,2.5064528930140996e-08,1.513797959538571e-05
sale_1_month_2024-11,-6.661338147750939e-17,6.933340566559918e-17
Mouth_Bored Unshaven Dagger,-7.216449660063518e-17,7.468261590855956e-17
sale_1_month_2025-02,-8.881784197001253e-17,6.181460191301305e-17
sale_1_month_2023-12,-9.43689570931383e-17,6.591583993652515e-17
sale_1_month_2025-01,-1.0547118733938987e-16,7.216449660063518e-17
sale_1_month_2025-03,-1.0547118733938987e-16,5.79553433516819e-17
sale_1_month_2024-09,-1.1102230246251565e-16,6.080941944488117e-17
sale_1_month_2024-10,-1.1102230246251565e-16,6.080941944488117e-17
sale_1_month_2024-01,-1.2212453270876723e-16,4.839349969133126e-17
sale_1_month_2024-12,-1.2212453270876723e-16,6.473657049138938e-17
sale_1_month_2024-04,-1.27675647831893e-16,4.9960036108132046e-17
sale_1_month_2024-08,-1.27675647831893e-16,4.9960036108132046e-17
sale_1_month_2024-07,-1.3322676295501878e-16,5.087681048627601e-17
sale_1_month_2024-05,-1.3877787807814457e-16,5.1178752665209035e-17
sale_1_month_2024-06,-1.609823385706477e-16,1.6653345369377347e-17
Hat_Beanie,-2.1324801485755886e-08,3.234535961729082e-05
Hat_Ww2 Pilot Helm,-4.853148993788636e-08,2.442821841377757e-07
Clothes_Bayc T Red,-1.0206530377532275e-07,2.879661141453519e-07
Mouth_Phoneme Wah,-3.6077260416322864e-07,4.4904096866408865e-05
Hat_Prussian Helmet,-3.87250287953167e-07,5.41685251040538e-06
Clothes_Sailor Shirt,-4.462185217934955e-07,4.756047571106852e-06
Mouth_Bored Unshaven Bubblegum,-4.6302291528688144e-07,3.785318699422033e-05
Hat_Girl's Hair Pink,-6.729705642194439e-07,3.4513209992211357e-06
Hat_Irish Boho,-8.283479882520428e-07,1.0831650865725042e-05
Eyes_Hypnotized,-1.2279607914889024e-06,2.898701200271234e-06
Clothes_Bone Tee,-1.3645753982993725e-06,1.649376987857588e-05
Eyes_Zombie,-1.4006271324584762e-06,4.300749711015205e-06
Mouth_Jovial,-1.777803661173749e-06,4.043957046972829e-05
Clothes_Caveman Pelt,-2.0543440687581514e-06,2.4206653806852007e-06
Mouth_Discomfort,-2.136774500177685e-06,9.295614463717052e-06
Hat_Girl's Hair Short,-2.159818473668196e-06,2.6413399708006134e-05
Eyes_Holographic,-2.4859340590932534e-06,2.667718910926139e-05
Clothes_Black Holes T,-2.5589062733644143e-06,5.780351645796946e-06
Clothes_Wool Turtleneck,-2.840943684473407e-06,4.0694589114647e-06
Fur_White,-4.059035825770829e-06,4.192590115754536e-06
Clothes_Bone Necklace,-4.417626942510023e-06,2.4748428394779346e-06
Mouth_Bored Unshaven Cigar,-4.545692055502037e-06,7.657108907728686e-05
Background_Army Green,-4.726549542499736e-06,5.0494674038383974e-05
Fur_Zombie,-4.9524679214318915e-06,3.9310617985656316e-05
Background_Yellow,-5.038825204406461e-06,1.1178636764563026e-05
Hat_Stuntman Helmet,-5.528897604256677e-06,9.835019392392995e-06
Hat_Bandana Blue,-5.833378695785374e-06,1.802975341387595e-05
Hat_Short Mohawk,-7.4719364835607035e-06,2.031070588963074e-05
Mouth_Bored Unshaven Cigarette,-7.524676719516954e-06,1.699810055094516e-05
Clothes_Sleeveless Logo T,-7.756095938132867e-06,9.356084012482648e-06
Clothes_Blue Dress,-7.86717589501551e-06,2.2547284372359288e-05
Mouth_Phoneme  ooo,-1.2447670214171814e-05,1.5700792789990715e-05
Hat_S&m Hat,-1.273444259703993e-05,1.6176560392565518e-05
Hat_Commie Hat,-1.2825238897123948e-05,6.261795265126923e-05
Hat_Fisherman's Hat,-1.310352536316728e-05,3.5878579686685465e-05
Clothes_Lumberjack Shirt,-1.3948406536273828e-05,2.8008552010060356e-05
Hat_Sea Captain's Hat,-1.616179643607607e-05,1.6443899365915673e-05
Fur_Blue,-1.7038898980148432e-05,3.0481484326722277e-05
Fur_Cheetah,-1.959326337085954e-05,0.00014089818967112687
Fur_Cream,-2.0060045362568778e-05,4.505842558462358e-05
Mouth_Tongue Out,-2.041290541602847e-05,2.3556643574842472e-05
Mouth_Bored Cigarette,-2.4102297211142654e-05,4.664401098960991e-05
Clothes_Work Vest,-2.4123469108422446e-05,2.4973940448950834e-06
Clothes_Lab Coat,-3.256330415481457e-05,1.693558246013479e-05
Mouth_Small Grin,-3.3038563119103245e-05,2.3117247036574762e-05
Hat_Faux Hawk,-3.389217684233725e-05,9.79729538502329e-05
Mouth_Phoneme L,-3.60726325658145e-05,7.57182931884129e-05
Clothes_Black T,-3.8872695225089517e-05,3.7325732152747235e-05
Hat_Bayc Hat Black,-3.971460304987296e-05,2.8875654302423376e-05
Eyes_Blindfold,-4.1043113920385955e-05,8.333255632248231e-05
Fur_Tan,-4.119654463791145e-05,0.00022783645417891074
Clothes_Kings Robe,-4.1834089975106846e-05,6.759346575291761e-05
Background_Purple,-4.548896135790903e-05,0.00013199432923732173
Hat_Seaman's Hat,-4.586100664374926e-05,2.3512290521263243e-05
Mouth_Bored Unshaven,-4.793481760561047e-05,0.0001712981320328556
Eyes_Bored,-4.881527168242306e-05,6.550285045253043e-05
Hat_Vietnam Era Helmet,-5.24047804693617e-05,1.055344853282128e-06
Eyes_Closed,-6.082885616426892e-05,0.00014395158091974923
Fur_Robot,-6.381204276826868e-05,0.00011793547341578122
Clothes_Hawaiian,-6.519516578888384e-05,8.369101813551622e-05
Fur_Golden Brown,-9.97061954704781e-05,7.691070209730817e-05
Clothes_Prison Jumpsuit,-0.00010941634984490411,0.00010921604697153256
Fur_Brown,-0.00012497835828580994,8.966978762924851e-05
Hat_Fez,-0.00016462361596663588,5.981184502707153e-05
Clothes_Hip Hop,-0.00026494345815332166,0.00012181697917238716
Eyes_Heart,-0.00030684959035170436,0.00015142959319420742
